"CIK","CompanyName","EIN","StateOfIncorp","FiscalYearEnd","Type","Act","FileNo","FilmNo","BusinessAddress","MailingAddress","Filings","Format","Description","Filing Date","File/Film Num.","Link"
"0001786806","Blackstone Real Estate Debt Strategies IV (Feeder Fund) L.P.CIK#:0001786806 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001786806-19-000001 (33 Act)  Size: 25 KB","2019-10-16","","https://www.sec.gov/Archives/edgar/data/1786806/000178680619000001/0001786806-19-000001-index.htm"
"0001786807","Blackstone Real Estate Debt Strategies IV L.P.CIK#:0001786807 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001786807-19-000001 (33 Act)  Size: 25 KB","2019-10-16","","https://www.sec.gov/Archives/edgar/data/1786807/000178680719000001/0001786807-19-000001-index.htm"
"0001786911","Blackstone Real Estate Debt Strategies IV (Feeder Fund) (Lux) SCSpCIK#:0001786911 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001786911-19-000001 (33 Act)  Size: 11 KB","2019-10-16","","https://www.sec.gov/Archives/edgar/data/1786911/000178691119000001/0001786911-19-000001-index.htm"
"0001786913","Blackstone Real Estate Debt Strategies IV (Lux) SCSpCIK#:0001786913 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001786913-19-000001 (33 Act)  Size: 26 KB","2019-10-16","","https://www.sec.gov/Archives/edgar/data/1786913/000178691319000001/0001786913-19-000001-index.htm"
"0001787429","Blackstone Property Partners Europe (Lux) C SCSpCIK#:0001787429 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001787429-19-000001 (33 Act)  Size: 13 KB","2019-09-12","","https://www.sec.gov/Archives/edgar/data/1787429/000178742919000001/0001787429-19-000001-index.htm"
"0001787510","Blackstone Senior Floating Rate Opportunity Feeder Fund LPCIK#:0001787510 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0000950142-19-001907 (33 Act)  Size: 12 KB","2019-09-09","","https://www.sec.gov/Archives/edgar/data/1787510/000095014219001907/0000950142-19-001907-index.htm"
"0001787513","Blackstone Senior Floating Rate Opportunity Fund LPCIK#:0001787513 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0000950142-19-001906 (33 Act)  Size: 12 KB","2019-09-09","","https://www.sec.gov/Archives/edgar/data/1787513/000095014219001906/0000950142-19-001906-index.htm"
"0001789043","Blackstone Epsilon Partners (Cayman) L.P.CIK#:0001789043 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001789043-19-000001 (33 Act)  Size: 13 KB","2019-09-25","","https://www.sec.gov/Archives/edgar/data/1789043/000178904319000001/0001789043-19-000001-index.htm"
"0001790136","Blackstone Property Partners Europe - LO II L.P.CIK#:0001790136 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001790136-19-000001 (33 Act)  Size: 22 KB","2019-10-03","","https://www.sec.gov/Archives/edgar/data/1790136/000179013619000001/0001790136-19-000001-index.htm"
"0001790138","Blackstone Real Estate Partners Account - U L.P.CIK#:0001790138 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001790138-19-000001 (33 Act)  Size: 21 KB","2019-10-03","","https://www.sec.gov/Archives/edgar/data/1790138/000179013819000001/0001790138-19-000001-index.htm"
"0001790186","Blackstone Property Partners Europe - LO II (Lux) SCSpCIK#:0001790186 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001790186-19-000002 (33 Act)  Size: 13 KB","2019-10-03","","https://www.sec.gov/Archives/edgar/data/1790186/000179018619000002/0001790186-19-000002-index.htm"
"0001791374","Blackstone LSV Fund (2019 LH 3) (Cayman) L.P.CIK#:0001791374 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001791374-19-000002 (33 Act)  Size: 7 KB","2019-10-29","","https://www.sec.gov/Archives/edgar/data/1791374/000179137419000002/0001791374-19-000002-index.htm"
"0001792035","Blackstone Motion Partners (Cayman) L.P.CIK#:0001792035 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001792035-19-000001 (33 Act)  Size: 13 KB","2019-10-24","","https://www.sec.gov/Archives/edgar/data/1792035/000179203519000001/0001792035-19-000001-index.htm"
"0001792165","Blackstone Nexus Partners L.P.CIK#:0001792165 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001792165-19-000001 (33 Act)  Size: 12 KB","2019-10-25","","https://www.sec.gov/Archives/edgar/data/1792165/000179216519000001/0001792165-19-000001-index.htm"
"0001794356","Blackstone Buzz Partners L.P.CIK#:0001794356 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001794356-19-000001 (33 Act)  Size: 12 KB","2019-11-27","","https://www.sec.gov/Archives/edgar/data/1794356/000179435619000001/0001794356-19-000001-index.htm"
"0001796102","Blackstone Buzz Feeder VII L.P.CIK#:0001796102 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001796102-19-000001 (33 Act)  Size: 12 KB","2019-12-09","","https://www.sec.gov/Archives/edgar/data/1796102/000179610219000001/0001796102-19-000001-index.htm"
"0001796300","Blackstone Life Sciences IV-V Ferring, L.P.CIK#:0001796300 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001796300-19-000001 (33 Act)  Size: 11 KB","2019-12-09","","https://www.sec.gov/Archives/edgar/data/1796300/000179630019000001/0001796300-19-000001-index.htm"
"0001796350","Blackstone Total Alternatives Solution VI L.P.CIK#:0001796350 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001796350-19-000001 (33 Act)  Size: 23 KB","2019-12-17","","https://www.sec.gov/Archives/edgar/data/1796350/000179635019000001/0001796350-19-000001-index.htm"
"0001796351","Blackstone Total Alternatives Solution VI-A L.P.CIK#:0001796351 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001796351-19-000001 (33 Act)  Size: 23 KB","2019-12-17","","https://www.sec.gov/Archives/edgar/data/1796351/000179635119000001/0001796351-19-000001-index.htm"
"0001797710","Blackstone Alternatives Solution VI Fund (Offshore) L.P.CIK#:0001797710 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001797710-19-000001 (33 Act)  Size: 12 KB","2019-12-27","","https://www.sec.gov/Archives/edgar/data/1797710/000179771019000001/0001797710-19-000001-index.htm"
"0001797711","Blackstone Alternatives Solution VI L.P.CIK#:0001797711 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001797711-19-000001 (33 Act)  Size: 15 KB","2019-12-27","","https://www.sec.gov/Archives/edgar/data/1797711/000179771119000001/0001797711-19-000001-index.htm"
"0001797712","Blackstone Life Sciences V L.P.CIK#:0001797712 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001797712-20-000001 (33 Act)  Size: 17 KB","2020-01-09","","https://www.sec.gov/Archives/edgar/data/1797712/000179771220000001/0001797712-20-000001-index.htm"
"0001797737","Blackstone Aqua Fund L.P.CIK#:0001797737 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001315863-20-000053 (33 Act)  Size: 7 KB","2020-01-14","","https://www.sec.gov/Archives/edgar/data/1797737/000131586320000053/0001315863-20-000053-index.htm"
"0001797872","Blackstone Life Sciences V (Lux) SCSpCIK#:0001797872 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001797872-20-000001 (33 Act)  Size: 14 KB","2020-01-09","","https://www.sec.gov/Archives/edgar/data/1797872/000179787220000001/0001797872-20-000001-index.htm"
"0001797878","Blackstone Property Partners Asia Co-Investment 1 (Lux) SCSpCIK#:0001797878 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001797878-20-000001 (33 Act)  Size: 12 KB","2020-04-02","","https://www.sec.gov/Archives/edgar/data/1797878/000179787820000001/0001797878-20-000001-index.htm"
"0001797999","Blackstone Strategic Capital Holdings II (N Co-Invest) L.P.CIK#:0001797999 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001797999-19-000001 (33 Act)  Size: 10 KB","2019-12-26","","https://www.sec.gov/Archives/edgar/data/1797999/000179799919000001/0001797999-19-000001-index.htm"
"0001799695","Blackstone Buzz Partners Holdings L.P.CIK#:0001799695 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001743970-20-000002 (33 Act)  Size: 12 KB","2020-01-14","","https://www.sec.gov/Archives/edgar/data/1799695/000174397020000002/0001743970-20-000002-index.htm"
"0001799875","Blackstone Tactical Opportunities Fund (Buzz Co-Invest) L.P.CIK#:0001799875 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001799875-20-000001 (33 Act)  Size: 11 KB","2020-01-14","","https://www.sec.gov/Archives/edgar/data/1799875/000179987520000001/0001799875-20-000001-index.htm"
"0001801270","Blackstone Core Equity Partners II L.P.CIK#:0001801270 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001801270-20-000001 (33 Act)  Size: 14 KB","2020-03-10","","https://www.sec.gov/Archives/edgar/data/1801270/000180127020000001/0001801270-20-000001-index.htm"
"0001801272","Blackstone Core Equity Partners II (Lux) SCSpCIK#:0001801272 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001801272-20-000001 (33 Act)  Size: 13 KB","2020-03-10","","https://www.sec.gov/Archives/edgar/data/1801272/000180127220000001/0001801272-20-000001-index.htm"
"0001803895","Blackstone Life Sciences V (iCapital), L.P.CIK#:0001803895 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0000897069-20-000158 (33 Act)  Size: 8 KB","2020-03-20","","https://www.sec.gov/Archives/edgar/data/1803895/000089706920000158/0000897069-20-000158-index.htm"
"0001812795","Blackstone Capital Opportunities Fund IV LPCIK#:0001812795 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001812795-20-000003 (33 Act)  Size: 16 KB","2020-06-15","","https://www.sec.gov/Archives/edgar/data/1812795/000181279520000003/0001812795-20-000003-index.htm"
"0001814284","Blackstone Capital Opportunities Fund IV EEA SCSpCIK#:0001814284 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001814284-20-000001 (33 Act)  Size: 16 KB","2020-06-15","","https://www.sec.gov/Archives/edgar/data/1814284/000181428420000001/0001814284-20-000001-index.htm"
"0001814286","Blackstone Capital Opportunities Fund IV EEA Feeder SCSpCIK#:0001814286 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001814286-20-000001 (33 Act)  Size: 16 KB","2020-06-15","","https://www.sec.gov/Archives/edgar/data/1814286/000181428620000001/0001814286-20-000001-index.htm"
"0001814324","Blackstone Capital Opportunities Feeder Fund IV LPCIK#:0001814324 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001814324-20-000001 (33 Act)  Size: 16 KB","2020-06-15","","https://www.sec.gov/Archives/edgar/data/1814324/000181432420000001/0001814324-20-000001-index.htm"
"0001814583","Blackstone Bodyguard Partners L.P.CIK#:0001814583 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001814583-20-000001 (33 Act)  Size: 13 KB","2020-06-12","","https://www.sec.gov/Archives/edgar/data/1814583/000181458320000001/0001814583-20-000001-index.htm"
"0001814973","Blackstone Growth (Lux) SCSpCIK#:0001814973 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001814973-20-000001 (33 Act)  Size: 14 KB","2020-07-13","","https://www.sec.gov/Archives/edgar/data/1814973/000181497320000001/0001814973-20-000001-index.htm"
"0001815050","Blackstone Growth L.P.CIK#:0001815050 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001815050-20-000001 (33 Act)  Size: 16 KB","2020-07-13","","https://www.sec.gov/Archives/edgar/data/1815050/000181505020000001/0001815050-20-000001-index.htm"
"0001817675","Blackstone Life Sciences V Access Fund, L.P.CIK#:0001817675 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001817675-20-000001 (33 Act)  Size: 16 KB","2020-07-10","","https://www.sec.gov/Archives/edgar/data/1817675/000181767520000001/0001817675-20-000001-index.htm"
"0001818071","Blackstone Growth Access Fund (Offshore), L.P.CIK#:0001818071 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001818071-20-000001 (33 Act)  Size: 12 KB","2020-07-28","","https://www.sec.gov/Archives/edgar/data/1818071/000181807120000001/0001818071-20-000001-index.htm"
"0001818073","Blackstone Growth Access Fund, L.P.CIK#:0001818073 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001818073-20-000001 (33 Act)  Size: 16 KB","2020-07-28","","https://www.sec.gov/Archives/edgar/data/1818073/000181807320000001/0001818073-20-000001-index.htm"
"0001821640","Blackstone Total Alternatives Solution VII (iCapital), L.P.CIK#:0001821640 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0000897069-20-000366 (33 Act)  Size: 7 KB","2020-09-01","","https://www.sec.gov/Archives/edgar/data/1821640/000089706920000366/0000897069-20-000366-index.htm"
"0001821642","Blackstone Partners Offshore Fund Ltd. (Class DD Shares)CIK#:0001821642 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0000902664-20-003155 (33 Act)  Size: 8 KB","2020-08-21","","https://www.sec.gov/Archives/edgar/data/1821642/000090266420003155/0000902664-20-003155-index.htm"
"0001824273","Blackstone Growth (I - Feeder) L.P.CIK#:0001824273 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001824273-20-000001 (33 Act)  Size: 14 KB","2020-09-10","","https://www.sec.gov/Archives/edgar/data/1824273/000182427320000001/0001824273-20-000001-index.htm"
"0001824628","Blackstone BioMed Life Science Real Estate L.P.CIK#:0001824628 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001824628-20-000001 (33 Act)  Size: 23 KB","2020-10-14","","https://www.sec.gov/Archives/edgar/data/1824628/000182462820000001/0001824628-20-000001-index.htm"
"0001825045","Blackstone Wave Issuer L.L.C.CIK#:0001825045 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001825045-20-000002 (33 Act)  Size: 8 KB","2020-09-30","","https://www.sec.gov/Archives/edgar/data/1825045/000182504520000002/0001825045-20-000002-index.htm"
"0001825387","Blackstone BioMed Life Science Real Estate - LR L.P.CIK#:0001825387 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001825387-20-000001 (33 Act)  Size: 23 KB","2020-10-14","","https://www.sec.gov/Archives/edgar/data/1825387/000182538720000001/0001825387-20-000001-index.htm"
"0001826416","Blackstone Freeze Parent L.P.CIK#:0001826416 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001359335-20-000003 (33 Act)  Size: 12 KB","2020-10-16","","https://www.sec.gov/Archives/edgar/data/1826416/000135933520000003/0001359335-20-000003-index.htm"
"0001826426","Blackstone Core Equity Partners II - GO L.P.CIK#:0001826426 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001826426-20-000001 (33 Act)  Size: 12 KB","2020-09-29","","https://www.sec.gov/Archives/edgar/data/1826426/000182642620000001/0001826426-20-000001-index.htm"
"0001827413","Blackstone Flora Partners (CYM) L.P.CIK#:0001827413 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001827413-20-000001 (33 Act)  Size: 12 KB","2020-10-19","","https://www.sec.gov/Archives/edgar/data/1827413/000182741320000001/0001827413-20-000001-index.htm"
"0001827892","Blackstone BioMed Life Science Real Estate (Lux) SCSpCIK#:0001827892 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001827892-20-000002 (33 Act)  Size: 12 KB","2020-10-14","","https://www.sec.gov/Archives/edgar/data/1827892/000182789220000002/0001827892-20-000002-index.htm"
"0001828329","Blackstone Real Estate Partners Account - C (BioMed Feeder) L.P.CIK#:0001828329 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001828329-20-000001 (33 Act)  Size: 23 KB","2020-10-14","","https://www.sec.gov/Archives/edgar/data/1828329/000182832920000001/0001828329-20-000001-index.htm"
"0001828330","Blackstone BioMed Life Science Real Estate - LR - G L.P.CIK#:0001828330 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001828330-20-000001 (33 Act)  Size: 23 KB","2020-10-14","","https://www.sec.gov/Archives/edgar/data/1828330/000182833020000001/0001828330-20-000001-index.htm"
"0001828333","Blackstone BioMed Life Science Real Estate - LR (Lux) SCSpCIK#:0001828333 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001828333-20-000001 (33 Act)  Size: 12 KB","2020-10-14","","https://www.sec.gov/Archives/edgar/data/1828333/000182833320000001/0001828333-20-000001-index.htm"
"0001829679","Blackstone COF IV Co-Investment Feeder Fund EEA SCSpCIK#:0001829679 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001829679-20-000001 (33 Act)  Size: 14 KB","2020-10-23","","https://www.sec.gov/Archives/edgar/data/1829679/000182967920000001/0001829679-20-000001-index.htm"
"0001829681","Blackstone COF IV Co-Investment Fund EEA SCSpCIK#:0001829681 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001829681-20-000001 (33 Act)  Size: 14 KB","2020-10-23","","https://www.sec.gov/Archives/edgar/data/1829681/000182968120000001/0001829681-20-000001-index.htm"
"0001829683","Blackstone COF IV Co-Investment Feeder Fund LPCIK#:0001829683 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001829683-20-000001 (33 Act)  Size: 14 KB","2020-10-23","","https://www.sec.gov/Archives/edgar/data/1829683/000182968320000001/0001829683-20-000001-index.htm"
"0001829688","Blackstone COF IV Co-Investment Fund LPCIK#:0001829688 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001829688-20-000001 (33 Act)  Size: 14 KB","2020-10-23","","https://www.sec.gov/Archives/edgar/data/1829688/000182968820000001/0001829688-20-000001-index.htm"
"0001829843","Blackstone Oscar Co-Invest (CYM) L.P.CIK#:0001829843 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001829843-20-000001 (33 Act)  Size: 12 KB","2020-12-02","","https://www.sec.gov/Archives/edgar/data/1829843/000182984320000001/0001829843-20-000001-index.htm"
"0001830004","Blackstone Arches Co-Invest L.P.CIK#:0001830004 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001788518-20-000001 (33 Act)  Size: 12 KB","2020-12-02","","https://www.sec.gov/Archives/edgar/data/1830004/000178851820000001/0001788518-20-000001-index.htm"
"0001832475","Blackstone Capital Partners Asia II L.P.CIK#:0001832475 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001832475-21-000001 (33 Act)  Size: 16 KB","2021-03-29","","https://www.sec.gov/Archives/edgar/data/1832475/000183247521000001/0001832475-21-000001-index.htm"
"0001832476","Blackstone Power Play Co-Invest L.P.CIK#:0001832476 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001832476-20-000001 (33 Act)  Size: 12 KB","2020-11-18","","https://www.sec.gov/Archives/edgar/data/1832476/000183247620000001/0001832476-20-000001-index.htm"
"0001832517","Blackstone Growth I (Surge) L.P.CIK#:0001832517 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001832517-20-000001 (33 Act)  Size: 12 KB","2020-11-19","","https://www.sec.gov/Archives/edgar/data/1832517/000183251720000001/0001832517-20-000001-index.htm"
"0001832523","Blackstone Tactical Opportunities Fund (K Co-Invest) L.P.CIK#:0001832523 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001832523-20-000001 (33 Act)  Size: 15 KB","2020-12-23","","https://www.sec.gov/Archives/edgar/data/1832523/000183252320000001/0001832523-20-000001-index.htm"
"0001832555","Blackstone Private Credit Fund iCapital Offshore Access Fund SPCCIK#:0001832555 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001832555-20-000001 (33 Act)  Size: 9 KB","2020-12-10","","https://www.sec.gov/Archives/edgar/data/1832555/000183255520000001/0001832555-20-000001-index.htm"
"0001832597","Blackstone Capital Partners Asia II (Lux) SCSpCIK#:0001832597 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001832597-21-000001 (33 Act)  Size: 11 KB","2021-03-29","","https://www.sec.gov/Archives/edgar/data/1832597/000183259721000001/0001832597-21-000001-index.htm"
"0001833818","Blackstone Tactical Opportunities Fund (K Co-Invest) (I-Feeder) L.P.CIK#:0001833818 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001833818-20-000001 (33 Act)  Size: 15 KB","2020-12-23","","https://www.sec.gov/Archives/edgar/data/1833818/000183381820000001/0001833818-20-000001-index.htm"
"0001834278","Blackstone Property Partners Asia - A L.P.CIK#:0001834278 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001834278-20-000001 (33 Act)  Size: 24 KB","2020-12-07","","https://www.sec.gov/Archives/edgar/data/1834278/000183427820000001/0001834278-20-000001-index.htm"
"0001834964","Blackstone Growth Mario Co-Invest L.P.CIK#:0001834964 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001834964-20-000001 (33 Act)  Size: 12 KB","2020-12-08","","https://www.sec.gov/Archives/edgar/data/1834964/000183496420000001/0001834964-20-000001-index.htm"
"0001835093","Blackstone ISG Investment Partners - A L.P.CIK#:0001835093 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001835093-20-000002 (33 Act)  Size: 12 KB","2020-12-23","","https://www.sec.gov/Archives/edgar/data/1835093/000183509320000002/0001835093-20-000002-index.htm"
"0001835933","Blackstone Total Alternatives Solution VII L.P.CIK#:0001835933 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001835933-20-000001 (33 Act)  Size: 21 KB","2020-12-18","","https://www.sec.gov/Archives/edgar/data/1835933/000183593320000001/0001835933-20-000001-index.htm"
"0001835934","Blackstone Total Alternatives Solution VII-A L.P.CIK#:0001835934 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001835934-20-000001 (33 Act)  Size: 23 KB","2020-12-18","","https://www.sec.gov/Archives/edgar/data/1835934/000183593420000001/0001835934-20-000001-index.htm"
"0001837763","Blackstone Connect Plus Feeder Sub-FundCIK#:0001837763 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0000950142-20-002915 (33 Act)  Size: 8 KB","2020-12-30","","https://www.sec.gov/Archives/edgar/data/1837763/000095014220002915/0000950142-20-002915-index.htm"
"0001837806","Blackstone Alternatives Solution VII Fund (Offshore) L.P.CIK#:0001837806 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001837806-20-000001 (33 Act)  Size: 12 KB","2020-12-29","","https://www.sec.gov/Archives/edgar/data/1837806/000183780620000001/0001837806-20-000001-index.htm"
"0001837816","Blackstone Alternatives Solution VII L.P.CIK#:0001837816 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001837816-20-000001 (33 Act)  Size: 15 KB","2020-12-29","","https://www.sec.gov/Archives/edgar/data/1837816/000183781620000001/0001837816-20-000001-index.htm"
"0001839045","Blackstone LSV Fund (2021 UH) (Cayman) L.P.CIK#:0001839045 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0001839045-21-000001 (33 Act)  Size: 11 KB","2021-01-11","","https://www.sec.gov/Archives/edgar/data/1839045/000183904521000001/0001839045-21-000001-index.htm"
