"CIK","CompanyName","EIN","StateOfIncorp","FiscalYearEnd","Type","Act","FileNo","FilmNo","BusinessAddress","MailingAddress","Filings","Format","Description","Filing Date","File/Film Num.","Link"
"0001031020","Lattice Biologics Ltd.CIK#:0001031020 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b and 4a5 Acc-no: 0001031020-17-000002 (33 Act)  Size: 9 KB","2017-02-16","","https://www.sec.gov/Archives/edgar/data/1031020/000103102017000002/0001031020-17-000002-index.htm"
"0001031020","Lattice Biologics Ltd.CIK#:0001031020 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06b Acc-no: 0001031020-16-000005 (33 Act)  Size: 9 KB","2016-04-12","","https://www.sec.gov/Archives/edgar/data/1031020/000103102016000005/0001031020-16-000005-index.htm"
"0001031020","Lattice Biologics Ltd.CIK#:0001031020 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06b Acc-no: 0001031020-16-000003 (33 Act)  Size: 11 KB","2016-01-06","","https://www.sec.gov/Archives/edgar/data/1031020/000103102016000003/0001031020-16-000003-index.htm"
"0001312402","CALECO PHARMA CORP.CIK#:0001312402 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001284834-11-000052 (33 Act)  Size: 11 KB","2011-06-21","","https://www.sec.gov/Archives/edgar/data/1312402/000128483411000052/0001284834-11-000052-index.htm"
"0001312402","CALECO PHARMA CORP.CIK#:0001312402 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001284834-11-000051 (33 Act)  Size: 11 KB","2011-06-21","","https://www.sec.gov/Archives/edgar/data/1312402/000128483411000051/0001284834-11-000051-index.htm"
"0001312402","CALECO PHARMA CORP.CIK#:0001312402 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001284834-10-000015 (33 Act)  Size: 10 KB","2010-03-01","","https://www.sec.gov/Archives/edgar/data/1312402/000128483410000015/0001284834-10-000015-index.htm"
"0001312402","CALECO PHARMA CORP.CIK#:0001312402 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001284834-09-000116 (33 Act)  Size: 10 KB","2009-10-16","","https://www.sec.gov/Archives/edgar/data/1312402/000128483409000116/0001284834-09-000116-index.htm"
"0001312402","CALECO PHARMA CORP.CIK#:0001312402 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001284834-09-000115 (33 Act)  Size: 10 KB","2009-10-16","","https://www.sec.gov/Archives/edgar/data/1312402/000128483409000115/0001284834-09-000115-index.htm"
"0001386856","BLACKSTONE VALLEY SURGICARE ACQUISITION L PCIK#:0001386856 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001386856-09-000004 (33 Act)  Size: 12 KB","2009-06-26","","https://www.sec.gov/Archives/edgar/data/1386856/000138685609000004/0001386856-09-000004-index.htm"
"0001386856","BLACKSTONE VALLEY SURGICARE ACQUISITION L PCIK#:0001386856 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001386856-09-000003 (33 Act)  Size: 13 KB","2009-04-07","","https://www.sec.gov/Archives/edgar/data/1386856/000138685609000003/0001386856-09-000003-index.htm"
"0001444625","BLACKSTONE OIL & GAS INCCIK#:0001444625 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06b Acc-no: 0001213900-13-007457 (33 Act)  Size: 8 KB","2013-12-30","","https://www.sec.gov/Archives/edgar/data/1444625/000121390013007457/0001213900-13-007457-index.htm"
"0001458842","Blackstone Credit Opportunities Offshore Fund I Ltd.CIK#:0001458842 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0000902664-10-001394 (33 Act)  Size: 7 KB","2010-03-04","","https://www.sec.gov/Archives/edgar/data/1458842/000090266410001394/0000902664-10-001394-index.htm"
"0001463385","Blackstone Real Estate CMBS Fund L.P.CIK#:0001463385 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001463385-09-000003 (33 Act)  Size: 16 KB","2009-05-14","","https://www.sec.gov/Archives/edgar/data/1463385/000146338509000003/0001463385-09-000003-index.htm"
"0001463391","Blackstone Real Estate CMBS Offshore Fund Ltd.CIK#:0001463391 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001463391-09-000001 (33 Act)  Size: 8 KB","2009-05-14","","https://www.sec.gov/Archives/edgar/data/1463391/000146339109000001/0001463391-09-000001-index.htm"
"0001464972","Blackstone / GSO Capital Solutions Fund LPCIK#:0001464972 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001464972-09-000001 (33 Act)  Size: 11 KB","2009-06-04","","https://www.sec.gov/Archives/edgar/data/1464972/000146497209000001/0001464972-09-000001-index.htm"
"0001468088","Blackstone Cabot Fund L.P.CIK#:0001468088 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0000902664-09-002809 (33 Act)  Size: 6 KB","2009-07-14","","https://www.sec.gov/Archives/edgar/data/1468088/000090266409002809/0000902664-09-002809-index.htm"
"0001468405","Blackstone Real Estate Special Situations Global Feeder Fund.2 L.P.CIK#:0001468405 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001468406-09-000002 (33 Act)  Size: 11 KB","2009-07-16","","https://www.sec.gov/Archives/edgar/data/1468405/000146840609000002/0001468406-09-000002-index.htm"
"0001468406","Blackstone Real Estate Special Situations Global Feeder Fund.1 L.P.CIK#:0001468406 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001468406-09-000001 (33 Act)  Size: 11 KB","2009-07-16","","https://www.sec.gov/Archives/edgar/data/1468406/000146840609000001/0001468406-09-000001-index.htm"
"0001468407","Blackstone Real Estate Special Situations Europe.2 L.P.CIK#:0001468407 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001468406-09-000006 (33 Act)  Size: 23 KB","2009-07-16","","https://www.sec.gov/Archives/edgar/data/1468407/000146840609000006/0001468406-09-000006-index.htm"
"0001468408","Blackstone Real Estate Special Situations Europe.1 L.P.CIK#:0001468408 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001468406-09-000005 (33 Act)  Size: 23 KB","2009-07-16","","https://www.sec.gov/Archives/edgar/data/1468408/000146840609000005/0001468406-09-000005-index.htm"
"0001468409","Blackstone Real Estate Special Situations (Alberta) Europe.1 L.P.CIK#:0001468409 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001468406-09-000004 (33 Act)  Size: 11 KB","2009-07-16","","https://www.sec.gov/Archives/edgar/data/1468409/000146840609000004/0001468406-09-000004-index.htm"
"0001468410","Blackstone Real Estate Special Situations Fund II.2 L.P.CIK#:0001468410 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001468406-09-000008 (33 Act)  Size: 21 KB","2009-07-16","","https://www.sec.gov/Archives/edgar/data/1468410/000146840609000008/0001468406-09-000008-index.htm"
"0001468411","Blackstone Real Estate Special Situations Fund II.1 L.P.CIK#:0001468411 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001468406-09-000007 (33 Act)  Size: 21 KB","2009-07-16","","https://www.sec.gov/Archives/edgar/data/1468411/000146840609000007/0001468406-09-000007-index.htm"
"0001468412","Blackstone Real Estate Special Situations (Alberta) Fund II.1 L.P.CIK#:0001468412 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, item 06 Acc-no: 0001468406-09-000003 (33 Act)  Size: 15 KB","2009-07-16","","https://www.sec.gov/Archives/edgar/data/1468412/000146840609000003/0001468406-09-000003-index.htm"
"0001474393","Blackstone Real Estate Special Situations Europe L.P.CIK#:0001474393 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001474399-09-000006 (33 Act)  Size: 22 KB","2009-10-16","","https://www.sec.gov/Archives/edgar/data/1474393/000147439909000006/0001474399-09-000006-index.htm"
"0001474399","Blackstone Real Estate Special Situations (Alberta) Fund II L.P.CIK#:0001474399 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001474399-09-000005 (33 Act)  Size: 15 KB","2009-10-15","","https://www.sec.gov/Archives/edgar/data/1474399/000147439909000005/0001474399-09-000005-index.htm"
"0001474401","Blackstone Real Estate Special Situations (Alberta) Europe L.P.CIK#:0001474401 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001474399-09-000004 (33 Act)  Size: 11 KB","2009-10-15","","https://www.sec.gov/Archives/edgar/data/1474401/000147439909000004/0001474399-09-000004-index.htm"
"0001474402","Blackstone Real Estate Special Situations Global TE Feeder Fund L.P.CIK#:0001474402 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001474399-09-000003 (33 Act)  Size: 11 KB","2009-10-15","","https://www.sec.gov/Archives/edgar/data/1474402/000147439909000003/0001474399-09-000003-index.htm"
"0001474403","Blackstone Real Estate Special Situations Global Feeder Fund L.P.CIK#:0001474403 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001474399-09-000002 (33 Act)  Size: 11 KB","2009-10-15","","https://www.sec.gov/Archives/edgar/data/1474403/000147439909000002/0001474399-09-000002-index.htm"
"0001474478","Blackstone Real Estate Special Situations Fund II L.P.CIK#:0001474478 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001474399-09-000001 (33 Act)  Size: 20 KB","2009-10-15","","https://www.sec.gov/Archives/edgar/data/1474478/000147439909000001/0001474399-09-000001-index.htm"
"0001481357","Blackstone / GSO Capital Solutions Overseas Fund L.P.CIK#:0001481357 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001481357-10-000001 (33 Act)  Size: 12 KB","2010-01-26","","https://www.sec.gov/Archives/edgar/data/1481357/000148135710000001/0001481357-10-000001-index.htm"
"0001482785","Blackstone Strategic Alliance Fund II L.P.CIK#:0001482785 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0000902664-10-002807 (33 Act)  Size: 6 KB","2010-05-27","","https://www.sec.gov/Archives/edgar/data/1482785/000090266410002807/0000902664-10-002807-index.htm"
"0001482786","Blackstone Pacific Opportunities Offshore (E) Master Fund Ltd.CIK#:0001482786 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0000902664-10-001402 (33 Act)  Size: 7 KB","2010-03-04","","https://www.sec.gov/Archives/edgar/data/1482786/000090266410001402/0000902664-10-001402-index.htm"
"0001482787","Blackstone Partners Offshore Fund Ltd. (Class A-D Shares)CIK#:0001482787 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0000902664-10-001390 (33 Act)  Size: 7 KB","2010-03-04","","https://www.sec.gov/Archives/edgar/data/1482787/000090266410001390/0000902664-10-001390-index.htm"
"0001482788","Blackstone Partners Offshore Fund Ltd. (Class E, F, G, I, J, K, Q, R & Z Shares)CIK#:0001482788 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0000902664-10-001382 (33 Act)  Size: 7 KB","2010-03-04","","https://www.sec.gov/Archives/edgar/data/1482788/000090266410001382/0000902664-10-001382-index.htm"
"0001482789","Blackstone Partners Offshore Fund Ltd. (Class H & CC Shares)CIK#:0001482789 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0000902664-10-001388 (33 Act)  Size: 7 KB","2010-03-04","","https://www.sec.gov/Archives/edgar/data/1482789/000090266410001388/0000902664-10-001388-index.htm"
"0001492301","Blackstone Strategic Alliance Offshore Fund II Ltd.CIK#:0001492301 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0000902664-10-002805 (33 Act)  Size: 7 KB","2010-05-27","","https://www.sec.gov/Archives/edgar/data/1492301/000090266410002805/0000902664-10-002805-index.htm"
"0001494181","Blackstone Secured Trust LtdCIK#:0001494181 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0000950142-10-001029 (33 Act)  Size: 9 KB","2010-06-15","","https://www.sec.gov/Archives/edgar/data/1494181/000095014210001029/0000950142-10-001029-index.htm"
"0001495669","Blackstone Resources Select Fund L.P.CIK#:0001495669 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06 and 3C.7 Acc-no: 0001140361-10-028988 (33 Act)  Size: 6 KB","2010-07-09","","https://www.sec.gov/Archives/edgar/data/1495669/000114036110028988/0001140361-10-028988-index.htm"
"0001496514","Blackstone Cleantech Venture Partners L.P.CIK#:0001496514 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001496514-10-000001 (33 Act)  Size: 19 KB","2010-07-19","","https://www.sec.gov/Archives/edgar/data/1496514/000149651410000001/0001496514-10-000001-index.htm"
"0001498635","Blackstone Secured Trust Feeder LPCIK#:0001498635 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0000950142-10-001287 (33 Act)  Size: 7 KB","2010-08-11","","https://www.sec.gov/Archives/edgar/data/1498635/000095014210001287/0000950142-10-001287-index.htm"
"0001500442","Blackstone SW Principal Transaction Partners L.P.CIK#:0001500442 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001500442-10-000001 (33 Act)  Size: 12 KB","2010-09-07","","https://www.sec.gov/Archives/edgar/data/1500442/000150044210000001/0001500442-10-000001-index.htm"
"0001502743","Blackstone Real Estate Special Situations Principal Transaction Partners L.P.CIK#:0001502743 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001502743-10-000001 (33 Act)  Size: 21 KB","2010-10-08","","https://www.sec.gov/Archives/edgar/data/1502743/000150274310000001/0001502743-10-000001-index.htm"
"0001503908","Blackstone / GSO Market Neutral Credit Fund LPCIK#:0001503908 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001503908-10-000001 (33 Act)  Size: 20 KB","2010-10-22","","https://www.sec.gov/Archives/edgar/data/1503908/000150390810000001/0001503908-10-000001-index.htm"
"0001505477","Blackstone GGP Principal Transaction Partners L.P.CIK#:0001505477 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001505477-10-000001 (33 Act)  Size: 12 KB","2010-11-16","","https://www.sec.gov/Archives/edgar/data/1505477/000150547710000001/0001505477-10-000001-index.htm"
"0001510086","Blackstone Commercial Real Estate Debt Fund L.P.CIK#:0001510086 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001510086-11-000002 (33 Act)  Size: 21 KB","2011-01-27","","https://www.sec.gov/Archives/edgar/data/1510086/000151008611000002/0001510086-11-000002-index.htm"
"0001510087","Blackstone Commercial Real Estate Debt Fund (Cayman) L.P.CIK#:0001510087 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001510087-11-000002 (33 Act)  Size: 21 KB","2011-01-27","","https://www.sec.gov/Archives/edgar/data/1510087/000151008711000002/0001510087-11-000002-index.htm"
"0001515010","Blackstone Sixth Avenue Offshore Fund Ltd. (Class A, B, C, K & L Shares)CIK#:0001515010 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06 and 3C.7 Acc-no: 0001140361-11-017017 (33 Act)  Size: 7 KB","2011-03-16","","https://www.sec.gov/Archives/edgar/data/1515010/000114036111017017/0001140361-11-017017-index.htm"
"0001517432","Blackstone Real Estate Holding Corp. #1206CIK#:0001517432 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 04, 04.1, 04.2, and 04.3 Acc-no: 0001517432-11-000001 (33 Act)  Size: 11 KB","2011-04-08","","https://www.sec.gov/Archives/edgar/data/1517432/000151743211000001/0001517432-11-000001-index.htm"
"0001521050","Blackstone US Equity Select Fund Ltd.CIK#:0001521050 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06 and 3C.7 Acc-no: 0001140361-11-045603 (33 Act)  Size: 6 KB","2011-09-13","","https://www.sec.gov/Archives/edgar/data/1521050/000114036111045603/0001140361-11-045603-index.htm"
"0001521109","Blackstone US Equity Select Fund A Ltd.CIK#:0001521109 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06 and 3C.7 Acc-no: 0001140361-11-032423 (33 Act)  Size: 6 KB","2011-06-10","","https://www.sec.gov/Archives/edgar/data/1521109/000114036111032423/0001140361-11-032423-index.htm"
"0001521531","Blackstone / GSO Market Neutral Credit Overseas Fund LtdCIK#:0001521531 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001521531-11-000001 (33 Act)  Size: 10 KB","2011-05-26","","https://www.sec.gov/Archives/edgar/data/1521531/000152153111000001/0001521531-11-000001-index.htm"
"0001524509","Blackstone Retail Principal Transaction Partners CP L.P.CIK#:0001524509 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001524509-11-000001 (33 Act)  Size: 19 KB","2011-07-08","","https://www.sec.gov/Archives/edgar/data/1524509/000152450911000001/0001524509-11-000001-index.htm"
"0001524510","Blackstone Retail Principal Transaction Partners II L.P.CIK#:0001524510 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001524510-11-000001 (33 Act)  Size: 19 KB","2011-07-08","","https://www.sec.gov/Archives/edgar/data/1524510/000152451011000001/0001524510-11-000001-index.htm"
"0001524511","Blackstone Retail Principal Transaction Partners L.P.CIK#:0001524511 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, 3C.1, and 3C.7 Acc-no: 0001524511-11-000001 (33 Act)  Size: 19 KB","2011-07-08","","https://www.sec.gov/Archives/edgar/data/1524511/000152451111000001/0001524511-11-000001-index.htm"
"0001524976","Blackstone Granite Fund Ltd.CIK#:0001524976 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06 and 3C.7 Acc-no: 0001140361-11-036167 (33 Act)  Size: 6 KB","2011-07-08","","https://www.sec.gov/Archives/edgar/data/1524976/000114036111036167/0001140361-11-036167-index.htm"
"0001527519","Blackstone Energy Partners L.P.CIK#:0001527519 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001527519-11-000001 (33 Act)  Size: 19 KB","2011-08-12","","https://www.sec.gov/Archives/edgar/data/1527519/000152751911000001/0001527519-11-000001-index.htm"
"0001528599","Blackstone Real Estate Partners VII L.P.CIK#:0001528599 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001528599-11-000001 (33 Act)  Size: 21 KB","2011-08-30","","https://www.sec.gov/Archives/edgar/data/1528599/000152859911000001/0001528599-11-000001-index.htm"
"0001528602","Blackstone Real Estate Partners VII.TE.1 L.P.CIK#:0001528602 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001528602-11-000001 (33 Act)  Size: 21 KB","2011-08-30","","https://www.sec.gov/Archives/edgar/data/1528602/000152860211000001/0001528602-11-000001-index.htm"
"0001528604","Blackstone US Equity Select Fund A L.P.CIK#:0001528604 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0000902664-13-002628 (33 Act)  Size: 6 KB","2013-07-15","","https://www.sec.gov/Archives/edgar/data/1528604/000090266413002628/0000902664-13-002628-index.htm"
"0001528605","Blackstone Real Estate Partners VII.TE.2 L.P.CIK#:0001528605 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001528605-11-000001 (33 Act)  Size: 20 KB","2011-08-30","","https://www.sec.gov/Archives/edgar/data/1528605/000152860511000001/0001528605-11-000001-index.htm"
"0001528607","Blackstone Real Estate Partners VII.F L.P.CIK#:0001528607 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001528607-11-000001 (33 Act)  Size: 21 KB","2011-08-30","","https://www.sec.gov/Archives/edgar/data/1528607/000152860711000001/0001528607-11-000001-index.htm"
"0001528608","Blackstone Henry Clay Fund, LLCCIK#:0001528608 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06 and 3C.7 Acc-no: 0001140361-11-045601 (33 Act)  Size: 6 KB","2011-09-13","","https://www.sec.gov/Archives/edgar/data/1528608/000114036111045601/0001140361-11-045601-index.htm"
"0001534541","Blackstone Real Estate Partners VII.TE.3 L.P.CIK#:0001534541 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001534541-11-000001 (33 Act)  Size: 20 KB","2011-11-14","","https://www.sec.gov/Archives/edgar/data/1534541/000153454111000001/0001534541-11-000001-index.htm"
"0001538006","Blackstone Eagle Principal Transaction Partners L.P.CIK#:0001538006 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001538006-12-000002 (33 Act)  Size: 13 KB","2012-01-27","","https://www.sec.gov/Archives/edgar/data/1538006/000153800612000002/0001538006-12-000002-index.htm"
"0001538007","Blackstone Eagle Principal Transaction Partners ITR L.P.CIK#:0001538007 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001538007-12-000001 (33 Act)  Size: 13 KB","2012-01-27","","https://www.sec.gov/Archives/edgar/data/1538007/000153800712000001/0001538007-12-000001-index.htm"
"0001544347","Blackstone Real Estate Partners VII.TE.4 L.P.CIK#:0001544347 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001544347-12-000001 (33 Act)  Size: 20 KB","2012-03-12","","https://www.sec.gov/Archives/edgar/data/1544347/000154434712000001/0001544347-12-000001-index.htm"
"0001547559","Blackstone Tactical Opportunities Fund - A (PE) L.P.CIK#:0001547559 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001547559-12-000001 (33 Act)  Size: 15 KB","2012-04-19","","https://www.sec.gov/Archives/edgar/data/1547559/000154755912000001/0001547559-12-000001-index.htm"
"0001547560","Blackstone Tactical Opportunities Fund - A (RA) L.P.CIK#:0001547560 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001547560-12-000001 (33 Act)  Size: 15 KB","2012-04-19","","https://www.sec.gov/Archives/edgar/data/1547560/000154756012000001/0001547560-12-000001-index.htm"
"0001547561","Blackstone Tactical Opportunities Fund - C L.P.CIK#:0001547561 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001547561-12-000001 (33 Act)  Size: 15 KB","2012-04-19","","https://www.sec.gov/Archives/edgar/data/1547561/000154756112000001/0001547561-12-000001-index.htm"
"0001548810","Blackstone European Senior Loan FundCIK#:0001548810 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06b, 3C, and 3C.7 Acc-no: 0000950142-14-001653 (33 Act)  Size: 11 KB","2014-07-30","","https://www.sec.gov/Archives/edgar/data/1548810/000095014214001653/0000950142-14-001653-index.htm"
"0001549436","Blackstone Real Estate Partners VII.TE.5 L.P.CIK#:0001549436 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001549436-12-000001 (33 Act)  Size: 21 KB","2012-05-15","","https://www.sec.gov/Archives/edgar/data/1549436/000154943612000001/0001549436-12-000001-index.htm"
"0001552553","Blackstone Real Estate Partners VII.TE.6 L.P.CIK#:0001552553 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001552553-12-000001 (33 Act)  Size: 21 KB","2012-06-27","","https://www.sec.gov/Archives/edgar/data/1552553/000155255312000001/0001552553-12-000001-index.htm"
"0001556258","Blackstone Strategic Opportunity Offshore Fund Ltd.CIK#:0001556258 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06 and 3C.7 Acc-no: 0001140361-12-038622 (33 Act)  Size: 7 KB","2012-08-28","","https://www.sec.gov/Archives/edgar/data/1556258/000114036112038622/0001140361-12-038622-index.htm"
"0001556260","Blackstone Strategic Opportunity Fund L.P.CIK#:0001556260 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06 and 3C.7 Acc-no: 0001140361-12-038625 (33 Act)  Size: 6 KB","2012-08-28","","https://www.sec.gov/Archives/edgar/data/1556260/000114036112038625/0001140361-12-038625-index.htm"
"0001556351","Blackstone Real Estate Partners VII.TE.7 L.P.CIK#:0001556351 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001556351-12-000001 (33 Act)  Size: 20 KB","2012-08-28","","https://www.sec.gov/Archives/edgar/data/1556351/000155635112000001/0001556351-12-000001-index.htm"
"0001557137","Blackstone Tactical Opportunities Fund L.P.CIK#:0001557137 (see all company filings)","","","","","","","","","","D","Documents","Notice of Exempt Offering of Securities, items 06, 3C, and 3C.7 Acc-no: 0001557137-12-000001 (33 Act)  Size: 14 KB","2012-08-31","","https://www.sec.gov/Archives/edgar/data/1557137/000155713712000001/0001557137-12-000001-index.htm"
