CIK,Issuer Name,Entity Type,Industry Group,Jurisdiction,Child Entity Name,Clarification,Source File
0001783655,Blackstone (PTI Fund Feeder) (Cayman) L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,n/a Blackstone Tactical Opportunities Management Associates III (Cayman) - NQ L.P.,"The General Partner of the Issuer (the ""GP"").",https://www.sec.gov/Archives/edgar/data/1783655/000178365519000002/primary_doc.xml
0001783655,Blackstone (PTI Fund Feeder) (Cayman) L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,n/a BTOA III (Cayman) - NQ GP L.P.,"The General Partner of the GP  of the Issuer (the ""GP of the GP"").",https://www.sec.gov/Archives/edgar/data/1783655/000178365519000002/primary_doc.xml
0001783655,Blackstone (PTI Fund Feeder) (Cayman) L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,n/a BTO GP - NQ L.L.C.,The General Partner of the GP of the GP.,https://www.sec.gov/Archives/edgar/data/1783655/000178365519000002/primary_doc.xml
0001783655,Blackstone (PTI Fund Feeder) (Cayman) L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,David Blitzer,Chief Investment Officer of the General Partner of the GP of the GP.,https://www.sec.gov/Archives/edgar/data/1783655/000178365519000002/primary_doc.xml
0001783655,Blackstone (PTI Fund Feeder) (Cayman) L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Christopher James,Chief Operating Officer of the General Partner of the GP of the GP.,https://www.sec.gov/Archives/edgar/data/1783655/000178365519000002/primary_doc.xml
0001783655,Blackstone (PTI Fund Feeder) (Cayman) L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Christopher Striano,Chief Financial Officer of the General Partner of the GP of the GP.,https://www.sec.gov/Archives/edgar/data/1783655/000178365519000002/primary_doc.xml
0001783655,Blackstone (PTI Fund Feeder) (Cayman) L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,John Finley,Chief Legal Officer of the General Partner of the GP of the GP.,https://www.sec.gov/Archives/edgar/data/1783655/000178365519000002/primary_doc.xml
0001783655,Blackstone (PTI Fund Feeder) (Cayman) L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Omar Rehman,Chief Compliance Officer and Secretary of the General Partner of the GP of the GP.,https://www.sec.gov/Archives/edgar/data/1783655/000178365519000002/primary_doc.xml
0001784204,Blackstone (PTI Fund Holdings) (DE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,n/a Blackstone PTI Associates L.P.,"The General Partner of the Issuer (the ""GP"").",https://www.sec.gov/Archives/edgar/data/1784204/000178365519000003/primary_doc.xml
0001784204,Blackstone (PTI Fund Holdings) (DE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,n/a BTO DE GP - NQ L.L.C.,"The General Partner of the GP of the Issuer (the ""GP of the GP"").",https://www.sec.gov/Archives/edgar/data/1784204/000178365519000003/primary_doc.xml
0001784204,Blackstone (PTI Fund Holdings) (DE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,David Blitzer,Chief Investment Officer of the GP of the GP.,https://www.sec.gov/Archives/edgar/data/1784204/000178365519000003/primary_doc.xml
0001784204,Blackstone (PTI Fund Holdings) (DE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher James,Chief Operating Officer of the GP of the GP.,https://www.sec.gov/Archives/edgar/data/1784204/000178365519000003/primary_doc.xml
0001784204,Blackstone (PTI Fund Holdings) (DE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Finley,Chief Legal Officer of the GP of the GP.,https://www.sec.gov/Archives/edgar/data/1784204/000178365519000003/primary_doc.xml
0001784204,Blackstone (PTI Fund Holdings) (DE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher Striano,Chief Financial Officer of the GP of the GP.,https://www.sec.gov/Archives/edgar/data/1784204/000178365519000003/primary_doc.xml
0001784204,Blackstone (PTI Fund Holdings) (DE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Omar Rehman,Chief Compliance Officer and Secretary of the GP of the GP.,https://www.sec.gov/Archives/edgar/data/1784204/000178365519000003/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone / GSO Capital Solutions Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1464972/000146497210000006/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A GSO Capital Partners LP,Management Company,https://www.sec.gov/Archives/edgar/data/1464972/000146497210000006/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000006/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000006/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000006/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000006/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000006/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Marisa Beeney,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000006/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone / GSO Capital Solutions Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1464972/000146497210000005/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A GSO Capital Partners LP,Management Company,https://www.sec.gov/Archives/edgar/data/1464972/000146497210000005/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000005/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000005/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000005/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000005/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000005/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Marisa Beeney,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000005/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone / GSO Capital Solutions Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1464972/000146497210000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A GSO Capital Partners LP,Management Company,https://www.sec.gov/Archives/edgar/data/1464972/000146497210000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Marisa Beeney,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone / GSO Capital Solutions Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1464972/000146497209000002/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A GSO Capital Partners LP,Management Company,https://www.sec.gov/Archives/edgar/data/1464972/000146497209000002/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000002/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000002/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000002/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000002/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000002/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone / GSO Capital Solutions Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1464972/000146497209000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A GSO Capital Partners LP,Management Company,https://www.sec.gov/Archives/edgar/data/1464972/000146497209000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000001/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,n/a Blackstone / GSO Capital Solutions Overseas Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1481357/000148135710000008/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,n/a GSO Capital Partner LP,Management Company,https://www.sec.gov/Archives/edgar/data/1481357/000148135710000008/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000008/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000008/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000008/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000008/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000008/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Marisa Beeney,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000008/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,n/a Blackstone / GSO Capital Solutions Overseas Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1481357/000148135710000006/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,n/a GSO Capital Partner LP,Management Company,https://www.sec.gov/Archives/edgar/data/1481357/000148135710000006/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000006/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000006/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000006/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000006/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000006/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Marisa Beeney,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000006/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,n/a Blackstone / GSO Capital Solutions Overseas Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1481357/000148135710000002/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,n/a GSO Capital Partner LP,Management Company,https://www.sec.gov/Archives/edgar/data/1481357/000148135710000002/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000002/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000002/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000002/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000002/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000002/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Marisa Beeney,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000002/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,n/a Blackstone / GSO Capital Solutions Overseas Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1481357/000148135710000001/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,n/a GSO Capital Partner LP,Management Company,https://www.sec.gov/Archives/edgar/data/1481357/000148135710000001/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000001/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000001/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000001/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000001/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000001/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,- Blackstone / GSO Credit Strategies IDF Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Marisa Beeney,General Counsel,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Stephen Schwarzman,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Hamilton James,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,J. Hill,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,John Finley,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Michael Chae,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Bennett Goodman,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Doris Lee-Silvestri,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,Tripp Smith,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,George Fan,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,- GSO / Blackstone Debt Funds Management LLC,Investment Manager,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,- Blackstone Ireland Fund Management Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014225000062/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014225000062/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Alex Leonard,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014225000062/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Kimberly Percy,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014225000062/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Samantha McConnell,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014225000062/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Heidi Kniesel,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014225000062/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,- Blackstone Ireland Fund Management Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014224000060/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014224000060/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Thomas Iannarone,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014224000060/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Alex Leonard,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014224000060/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Kimberly Percy,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014224000060/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Samantha McConnell,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014224000060/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,- Blackstone Ireland Fund Management Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014223000077/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014223000077/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,Thomas Iannarone,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014223000077/primary_doc.xml
